scheme_id,rule_id,section,attribute,operator,normalized_value,evidence_text
S007,S007-E002,Eligibility,education_level,IN,Specified PG/professional/final-year/fresh graduate pathways,"1\.   The applicant should be an Indian National.
2\.   The applicant should be any one of the following -:
- Students in Post Graduate Courses — MBA (Finance), Law Students in 4th/5th Year of a five-year stream with consistent and excellent academic records/fresh graduates with excellent academic records possessing a first-class graduation degree;
- Students pursuing post-graduation with a high second-class graduation degree (with at least 55% marks/students pursuing Masters/Research Courses in Economics/Finance/Management/Law at the National School of Economics/Law / Computer Forensics from recognized universities in India and Abroad.
- Students pursuing final year or the equivalent of ICAI, ICAI(CMA), ICSI/Central Universities/AICTE recognized financial/Economic Institutions/recognized National Management Institutes/Foreign Universities and Institutions of Excellence.
3\.  In the case of Graduate Applicants, the applicant should have secured First Class Degree in Graduation."
S007,S007-E003,Eligibility,academic_record,IN,First-class graduation or specified high second-class/55% pathway,"1\.   The applicant should be an Indian National.
2\.   The applicant should be any one of the following -:
- Students in Post Graduate Courses — MBA (Finance), Law Students in 4th/5th Year of a five-year stream with consistent and excellent academic records/fresh graduates with excellent academic records possessing a first-class graduation degree;
- Students pursuing post-graduation with a high second-class graduation degree (with at least 55% marks/students pursuing Masters/Research Courses in Economics/Finance/Management/Law at the National School of Economics/Law / Computer Forensics from recognized universities in India and Abroad.
- Students pursuing final year or the equivalent of ICAI, ICAI(CMA), ICSI/Central Universities/AICTE recognized financial/Economic Institutions/recognized National Management Institutes/Foreign Universities and Institutions of Excellence.
3\.  In the case of Graduate Applicants, the applicant should have secured First Class Degree in Graduation."
S008,S008-E001,Eligibility,gender,==,transgender,"1. The applicant should be Transgender.
2. The applicant should be a resident of Kerala.
3. Transgender students who have secured admission in merit seats in Government, Aided/Self-financing colleges are eligible under this scheme.
4. Transgender students who secure admission for courses MBBS, Bachelor of Veterinary Science (BVSc), and BSc Agriculture in Government colleges are eligible.
5. Transgender students pursuing Diploma level government-accredited courses are also eligible.
6. Transgender students who have completed 18 years must submit a copy of their Transgender ID card.
7. Those Transgender students who are below 18 years must submit a self-declaration statement duly certified by the Head of Institution/Parent."
S008,S008-E002,Eligibility,state,==,Kerala,"1. The applicant should be Transgender.
2. The applicant should be a resident of Kerala.
3. Transgender students who have secured admission in merit seats in Government, Aided/Self-financing colleges are eligible under this scheme.
4. Transgender students who secure admission for courses MBBS, Bachelor of Veterinary Science (BVSc), and BSc Agriculture in Government colleges are eligible.
5. Transgender students pursuing Diploma level government-accredited courses are also eligible.
6. Transgender students who have completed 18 years must submit a copy of their Transgender ID card.
7. Those Transgender students who are below 18 years must submit a self-declaration statement duly certified by the Head of Institution/Parent."
S008,S008-E003,Eligibility,admission_basis,==,Merit seat,"1. The applicant should be Transgender.
2. The applicant should be a resident of Kerala.
3. Transgender students who have secured admission in merit seats in Government, Aided/Self-financing colleges are eligible under this scheme.
4. Transgender students who secure admission for courses MBBS, Bachelor of Veterinary Science (BVSc), and BSc Agriculture in Government colleges are eligible.
5. Transgender students pursuing Diploma level government-accredited courses are also eligible.
6. Transgender students who have completed 18 years must submit a copy of their Transgender ID card.
7. Those Transgender students who are below 18 years must submit a self-declaration statement duly certified by the Head of Institution/Parent."
S008,S008-E004,Eligibility,institution_type,IN,"Government,Aided,Self-financing colleges","1. The applicant should be Transgender.
2. The applicant should be a resident of Kerala.
3. Transgender students who have secured admission in merit seats in Government, Aided/Self-financing colleges are eligible under this scheme.
4. Transgender students who secure admission for courses MBBS, Bachelor of Veterinary Science (BVSc), and BSc Agriculture in Government colleges are eligible.
5. Transgender students pursuing Diploma level government-accredited courses are also eligible.
6. Transgender students who have completed 18 years must submit a copy of their Transgender ID card.
7. Those Transgender students who are below 18 years must submit a self-declaration statement duly certified by the Head of Institution/Parent."
S008,S008-E005,Eligibility,course_level,IN,"Degree professional,Diploma government-accredited","1. The applicant should be Transgender.
2. The applicant should be a resident of Kerala.
3. Transgender students who have secured admission in merit seats in Government, Aided/Self-financing colleges are eligible under this scheme.
4. Transgender students who secure admission for courses MBBS, Bachelor of Veterinary Science (BVSc), and BSc Agriculture in Government colleges are eligible.
5. Transgender students pursuing Diploma level government-accredited courses are also eligible.
6. Transgender students who have completed 18 years must submit a copy of their Transgender ID card.
7. Those Transgender students who are below 18 years must submit a self-declaration statement duly certified by the Head of Institution/Parent."
S008,S008-E006,Eligibility,age_condition,IN,"18+ with Transgender ID,below 18 with certified self-declaration","1. The applicant should be Transgender.
2. The applicant should be a resident of Kerala.
3. Transgender students who have secured admission in merit seats in Government, Aided/Self-financing colleges are eligible under this scheme.
4. Transgender students who secure admission for courses MBBS, Bachelor of Veterinary Science (BVSc), and BSc Agriculture in Government colleges are eligible.
5. Transgender students pursuing Diploma level government-accredited courses are also eligible.
6. Transgender students who have completed 18 years must submit a copy of their Transgender ID card.
7. Those Transgender students who are below 18 years must submit a self-declaration statement duly certified by the Head of Institution/Parent."
S009,S009-E001,Eligibility,gender,==,female,"1. The student must have secured 60% or more marks in the 12th standard.
2. The girl must reside in a rural area and possess a ""Gaon Ki Beti"" (Daughter of the Village) certificate.
3. She must be enrolled in a recognized institution for higher education."
S009,S009-E002,Eligibility,class12_marks,>=,60%,"1. The student must have secured 60% or more marks in the 12th standard.
2. The girl must reside in a rural area and possess a ""Gaon Ki Beti"" (Daughter of the Village) certificate.
3. She must be enrolled in a recognized institution for higher education."
S009,S009-E003,Eligibility,residence_type,==,Rural,"1. The student must have secured 60% or more marks in the 12th standard.
2. The girl must reside in a rural area and possess a ""Gaon Ki Beti"" (Daughter of the Village) certificate.
3. She must be enrolled in a recognized institution for higher education."
S009,S009-E004,Eligibility,certificate,==,Gaon Ki Beti,"1. The student must have secured 60% or more marks in the 12th standard.
2. The girl must reside in a rural area and possess a ""Gaon Ki Beti"" (Daughter of the Village) certificate.
3. She must be enrolled in a recognized institution for higher education."
S009,S009-E005,Eligibility,education_level,==,Higher education,"1. The student must have secured 60% or more marks in the 12th standard.
2. The girl must reside in a rural area and possess a ""Gaon Ki Beti"" (Daughter of the Village) certificate.
3. She must be enrolled in a recognized institution for higher education."
S009,S009-E006,Eligibility,institution_type,==,Recognized institution,"1. The student must have secured 60% or more marks in the 12th standard.
2. The girl must reside in a rural area and possess a ""Gaon Ki Beti"" (Daughter of the Village) certificate.
3. She must be enrolled in a recognized institution for higher education."
S010,S010-E001,Eligibility,gender,==,female,"1. The applicant should be a girl.
2. The applicant should be a student.
3. The applicant should be studying in class VIII(8) in Government School of the UT of Dadra & Nagar Haveli and Daman & Diu."
S010,S010-E002,Eligibility,student_status,==,Student,"1. The applicant should be a girl.
2. The applicant should be a student.
3. The applicant should be studying in class VIII(8) in Government School of the UT of Dadra & Nagar Haveli and Daman & Diu."
S010,S010-E003,Eligibility,education_level,==,Class VIII,"1. The applicant should be a girl.
2. The applicant should be a student.
3. The applicant should be studying in class VIII(8) in Government School of the UT of Dadra & Nagar Haveli and Daman & Diu."
S010,S010-E004,Eligibility,school_type,==,Government school,"1. The applicant should be a girl.
2. The applicant should be a student.
3. The applicant should be studying in class VIII(8) in Government School of the UT of Dadra & Nagar Haveli and Daman & Diu."
S010,S010-E005,Eligibility,state,==,DNH & DD,"1. The applicant should be a girl.
2. The applicant should be a student.
3. The applicant should be studying in class VIII(8) in Government School of the UT of Dadra & Nagar Haveli and Daman & Diu."
S010,S010-E006,Eligibility,previous_benefit,==,Not availed before,"1. The applicant should be a girl.
2. The applicant should be a student.
3. The applicant should be studying in class VIII(8) in Government School of the UT of Dadra & Nagar Haveli and Daman & Diu."
S011,S011-E001,Eligibility,gender,==,female,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S011,S011-E002,Eligibility,social_category,==,Tribal,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S011,S011-E003,Eligibility,state,==,Rajasthan,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S011,S011-E004,Eligibility,student_status,==,Regular student,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S011,S011-E005,Eligibility,education_level,==,College level,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S011,S011-E006,Eligibility,parent_income_taxpayer,==,No,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S011,S011-E007,Eligibility,study_gap,==,No gap,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S011,S011-E008,Eligibility,government_hostel_resident,==,No,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S011,S011-E009,Eligibility,required_cards,==,Vaidya Bhamashah and Aadhaar,"1. The girl student should belong to the tribal class of Rajasthan.
2. The girl student should be regularly studying general education in a private/government college.
3. The parent/guardian/guardian/husband of the student should not be an income taxpayer.
4. After passing the board examination, there should not be any gap in the continuous study of the student applying for the scheme.
5. The student who is studying by living in a hostel run by the government. They will not be entitled to benefit under the said scheme.
6. Must have Vaidya Bhamashah card and Aadhaar card.
7. The girl student should be a native of Rajasthan."
S012,S012-E001,Eligibility,state,==,Jharkhand,"1. The applicant should be a resident of Jharkhand state.
2. The student should have passed class 10th from any recognized school in the state of Jharkhand **or** the student should possess a local residence certificate of Jharkhand.
3. The student must meet the exam's eligibility criteria for coaching under this scheme. For exams requiring Class 12th qualification, Class 11th students at the time of application are also eligible.
4. The student's annual family income should be less than ₹8,00,000/- **or** the student should be covered under the National/State Food Security Scheme.
5. An applicant who has already received similar benefits from another department is not eligible for dual benefits.
6. The student can avail the benefit only once under this scheme.
7. ﻿"
S012,S012-E002,Eligibility,exam_eligibility,==,Meets relevant exam criteria,"1. The applicant should be a resident of Jharkhand state.
2. The student should have passed class 10th from any recognized school in the state of Jharkhand **or** the student should possess a local residence certificate of Jharkhand.
3. The student must meet the exam's eligibility criteria for coaching under this scheme. For exams requiring Class 12th qualification, Class 11th students at the time of application are also eligible.
4. The student's annual family income should be less than ₹8,00,000/- **or** the student should be covered under the National/State Food Security Scheme.
5. An applicant who has already received similar benefits from another department is not eligible for dual benefits.
6. The student can avail the benefit only once under this scheme.
7. ﻿"
S012,S012-E003,Eligibility,other_similar_benefit,==,Not received,"1. The applicant should be a resident of Jharkhand state.
2. The student should have passed class 10th from any recognized school in the state of Jharkhand **or** the student should possess a local residence certificate of Jharkhand.
3. The student must meet the exam's eligibility criteria for coaching under this scheme. For exams requiring Class 12th qualification, Class 11th students at the time of application are also eligible.
4. The student's annual family income should be less than ₹8,00,000/- **or** the student should be covered under the National/State Food Security Scheme.
5. An applicant who has already received similar benefits from another department is not eligible for dual benefits.
6. The student can avail the benefit only once under this scheme.
7. ﻿"
S012,S012-E004,Eligibility,benefit_count,<=,Once,"1. The applicant should be a resident of Jharkhand state.
2. The student should have passed class 10th from any recognized school in the state of Jharkhand **or** the student should possess a local residence certificate of Jharkhand.
3. The student must meet the exam's eligibility criteria for coaching under this scheme. For exams requiring Class 12th qualification, Class 11th students at the time of application are also eligible.
4. The student's annual family income should be less than ₹8,00,000/- **or** the student should be covered under the National/State Food Security Scheme.
5. An applicant who has already received similar benefits from another department is not eligible for dual benefits.
6. The student can avail the benefit only once under this scheme.
7. ﻿"
S012,S012-E005,Eligibility,attendance,>=,75%,"1. The applicant should be a resident of Jharkhand state.
2. The student should have passed class 10th from any recognized school in the state of Jharkhand **or** the student should possess a local residence certificate of Jharkhand.
3. The student must meet the exam's eligibility criteria for coaching under this scheme. For exams requiring Class 12th qualification, Class 11th students at the time of application are also eligible.
4. The student's annual family income should be less than ₹8,00,000/- **or** the student should be covered under the National/State Food Security Scheme.
5. An applicant who has already received similar benefits from another department is not eligible for dual benefits.
6. The student can avail the benefit only once under this scheme.
7. ﻿"
S013,S013-E001,Eligibility,state,==,Bihar,"1. The applicant should be a permanent resident of Bihar.
2. The applicant should belong to the Scheduled Caste or Scheduled Tribe category.
3. The applicant should have passed the preliminary examination of the Civil Services Competitive Examination conducted by either the Bihar Public Service Commission, Patna, or the Union Public Service Commission, New Delhi.
4. The benefit of this scheme is available to each candidate only once.
5. The applicant should not have received the same incentive from any other sources previously."
S013,S013-E002,Eligibility,social_category,IN,"SC,ST","1. The applicant should be a permanent resident of Bihar.
2. The applicant should belong to the Scheduled Caste or Scheduled Tribe category.
3. The applicant should have passed the preliminary examination of the Civil Services Competitive Examination conducted by either the Bihar Public Service Commission, Patna, or the Union Public Service Commission, New Delhi.
4. The benefit of this scheme is available to each candidate only once.
5. The applicant should not have received the same incentive from any other sources previously."
S013,S013-E003,Eligibility,prelim_exam_passed,IN,"BPSC,UPSC","1. The applicant should be a permanent resident of Bihar.
2. The applicant should belong to the Scheduled Caste or Scheduled Tribe category.
3. The applicant should have passed the preliminary examination of the Civil Services Competitive Examination conducted by either the Bihar Public Service Commission, Patna, or the Union Public Service Commission, New Delhi.
4. The benefit of this scheme is available to each candidate only once.
5. The applicant should not have received the same incentive from any other sources previously."
S013,S013-E004,Eligibility,benefit_count,<=,Once,"1. The applicant should be a permanent resident of Bihar.
2. The applicant should belong to the Scheduled Caste or Scheduled Tribe category.
3. The applicant should have passed the preliminary examination of the Civil Services Competitive Examination conducted by either the Bihar Public Service Commission, Patna, or the Union Public Service Commission, New Delhi.
4. The benefit of this scheme is available to each candidate only once.
5. The applicant should not have received the same incentive from any other sources previously."
S013,S013-E005,Eligibility,same_incentive_received_before,==,No,"1. The applicant should be a permanent resident of Bihar.
2. The applicant should belong to the Scheduled Caste or Scheduled Tribe category.
3. The applicant should have passed the preliminary examination of the Civil Services Competitive Examination conducted by either the Bihar Public Service Commission, Patna, or the Union Public Service Commission, New Delhi.
4. The benefit of this scheme is available to each candidate only once.
5. The applicant should not have received the same incentive from any other sources previously."
S013,S013-E006,Eligibility,government_employed,==,No,"1. The applicant should be a permanent resident of Bihar.
2. The applicant should belong to the Scheduled Caste or Scheduled Tribe category.
3. The applicant should have passed the preliminary examination of the Civil Services Competitive Examination conducted by either the Bihar Public Service Commission, Patna, or the Union Public Service Commission, New Delhi.
4. The benefit of this scheme is available to each candidate only once.
5. The applicant should not have received the same incentive from any other sources previously."
S014,S014-E001,Eligibility,state,==,Andhra Pradesh,"1. The student should be a native of Andhra Pradesh.
2. The student should be visually challenged, hearing challenged, speech impaired, and orthopedically challenged.
3. The student should be pursuing postgraduate or professional courses.
4. The laptop is sanctioned once in the lifetime of the student."
S014,S014-E002,Eligibility,disability_status,IN,"Visual,Hearing,Speech,Orthopedic","1. The student should be a native of Andhra Pradesh.
2. The student should be visually challenged, hearing challenged, speech impaired, and orthopedically challenged.
3. The student should be pursuing postgraduate or professional courses.
4. The laptop is sanctioned once in the lifetime of the student."
S014,S014-E003,Eligibility,education_level,IN,"Postgraduate,Professional courses","1. The student should be a native of Andhra Pradesh.
2. The student should be visually challenged, hearing challenged, speech impaired, and orthopedically challenged.
3. The student should be pursuing postgraduate or professional courses.
4. The laptop is sanctioned once in the lifetime of the student."
S014,S014-E004,Eligibility,benefit_count,<=,Once in lifetime,"1. The student should be a native of Andhra Pradesh.
2. The student should be visually challenged, hearing challenged, speech impaired, and orthopedically challenged.
3. The student should be pursuing postgraduate or professional courses.
4. The laptop is sanctioned once in the lifetime of the student."
S015,S015-E001,Eligibility,student_status,==,Student,"- The applicant should be a Student.
- The applicant should be from a Scheduled Caste.
- The annual income of the family of the applicant should not exceed ₹2,50,000/-.
- The applicant should be enrolled in a recognized post-matriculation/post-secondary course in India.
- The applicant should not be availing of any other scholarship for the same course from any other source."
S015,S015-E002,Eligibility,social_category,==,SC,"- The applicant should be a Student.
- The applicant should be from a Scheduled Caste.
- The annual income of the family of the applicant should not exceed ₹2,50,000/-.
- The applicant should be enrolled in a recognized post-matriculation/post-secondary course in India.
- The applicant should not be availing of any other scholarship for the same course from any other source."
S015,S015-E003,Eligibility,annual_family_income,<=,250000,"- The applicant should be a Student.
- The applicant should be from a Scheduled Caste.
- The annual income of the family of the applicant should not exceed ₹2,50,000/-.
- The applicant should be enrolled in a recognized post-matriculation/post-secondary course in India.
- The applicant should not be availing of any other scholarship for the same course from any other source."
S015,S015-E004,Eligibility,education_level,==,Post-matric/post-secondary recognized course in India,"- The applicant should be a Student.
- The applicant should be from a Scheduled Caste.
- The annual income of the family of the applicant should not exceed ₹2,50,000/-.
- The applicant should be enrolled in a recognized post-matriculation/post-secondary course in India.
- The applicant should not be availing of any other scholarship for the same course from any other source."
S015,S015-E005,Eligibility,other_scholarship,==,Not availing for same course,"- The applicant should be a Student.
- The applicant should be from a Scheduled Caste.
- The annual income of the family of the applicant should not exceed ₹2,50,000/-.
- The applicant should be enrolled in a recognized post-matriculation/post-secondary course in India.
- The applicant should not be availing of any other scholarship for the same course from any other source."
S015,S015-E006,Eligibility,repeat_same_stage,==,No,"- The applicant should be a Student.
- The applicant should be from a Scheduled Caste.
- The annual income of the family of the applicant should not exceed ₹2,50,000/-.
- The applicant should be enrolled in a recognized post-matriculation/post-secondary course in India.
- The applicant should not be availing of any other scholarship for the same course from any other source."
S015,S015-E007,Eligibility,dual_professional_course,!=,Not eligible except stated exceptions,"- The applicant should be a Student.
- The applicant should be from a Scheduled Caste.
- The annual income of the family of the applicant should not exceed ₹2,50,000/-.
- The applicant should be enrolled in a recognized post-matriculation/post-secondary course in India.
- The applicant should not be availing of any other scholarship for the same course from any other source."
S016,S016-E001,Eligibility,loan_type,==,IBA Model Education Loan Scheme,"1. Education Loans taken under the IBA Model Education Loan Scheme.
2. The benefit of the Scheme is applicable to students belonging to economically weaker sections having gross parental/ family income up to ₹4.5 lakhs per annum from all sources.
3. Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body.
4. Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).
5. Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.
6. Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided."
S016,S016-E002,Eligibility,annual_family_income,<=,450000,"1. Education Loans taken under the IBA Model Education Loan Scheme.
2. The benefit of the Scheme is applicable to students belonging to economically weaker sections having gross parental/ family income up to ₹4.5 lakhs per annum from all sources.
3. Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body.
4. Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).
5. Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.
6. Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided."
S016,S016-E003,Eligibility,institution_programme,IN,"NAAC accredited,NBA accredited professional/technical,Institutions of National Importance,CFTIs,other regulatory approval where applicable","1. Education Loans taken under the IBA Model Education Loan Scheme.
2. The benefit of the Scheme is applicable to students belonging to economically weaker sections having gross parental/ family income up to ₹4.5 lakhs per annum from all sources.
3. Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body.
4. Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).
5. Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.
6. Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided."
S016,S016-E004,Eligibility,course_level,IN,"Undergraduate,Postgraduate,Integrated","1. Education Loans taken under the IBA Model Education Loan Scheme.
2. The benefit of the Scheme is applicable to students belonging to economically weaker sections having gross parental/ family income up to ₹4.5 lakhs per annum from all sources.
3. Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body.
4. Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).
5. Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.
6. Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided."
S016,S016-E005,Eligibility,other_government_scholarship,==,Not availing,"1. Education Loans taken under the IBA Model Education Loan Scheme.
2. The benefit of the Scheme is applicable to students belonging to economically weaker sections having gross parental/ family income up to ₹4.5 lakhs per annum from all sources.
3. Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body.
4. Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).
5. Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.
6. Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided."
S016,S016-E006,Eligibility,discontinuation_reason,!=,Discontinued/expelled except specified medical case,"1. Education Loans taken under the IBA Model Education Loan Scheme.
2. The benefit of the Scheme is applicable to students belonging to economically weaker sections having gross parental/ family income up to ₹4.5 lakhs per annum from all sources.
3. Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body.
4. Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).
5. Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.
6. Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided."
S016,S016-E007,Eligibility,benefit_count,<=,Once for UG or PG,"1. Education Loans taken under the IBA Model Education Loan Scheme.
2. The benefit of the Scheme is applicable to students belonging to economically weaker sections having gross parental/ family income up to ₹4.5 lakhs per annum from all sources.
3. Students enrolled in professional/technical courses only from NAAC accredited Institutions or professional/technical programmes accredited by NBA or Institutions of National Importance or Central Funded Technical Institutions (CFTIs). Those Professional Institutions/programmes, which do not come under the ambit of NAAC or NBA, would require approval of the respective regulatory body.
4. Admissible only once either for Undergraduate or Post Graduate degree courses. This is also admissible for Integrated Courses (Graduate + Post Graduate).
5. Students availing any other Central /State Government Scholarship or Fee reimbursement shall not be eligible for availing benefits under the CSIS Scheme.
6. Interest Subsidy under this Scheme shall not be available to those students who discontinue their course midstream, or who are expelled from the Institution on disciplinary or academic grounds. However, the interest subsidy would be available only if discontinuation is due to medical grounds for which necessary documentation to the satisfaction of the Head of an educational institution needs to be provided."
S017,S017-E001,Eligibility,farmer_status,==,Farmer / tenant farmer / sharecropper,"All farmers including tenant farmers and sharecroppers growing notified crops in notified areas are covered, subject to insurable interest, valid land ownership or tenure evidence, application within the prescribed timeframe, and no duplicate compensation for the same crop loss."
S017,S017-E002,Eligibility,crop_notified,==,Notified crop,"All farmers including tenant farmers and sharecroppers growing notified crops in notified areas are covered, subject to insurable interest, valid land ownership or tenure evidence, application within the prescribed timeframe, and no duplicate compensation for the same crop loss."
S017,S017-E003,Eligibility,area_notified,==,Notified area,"All farmers including tenant farmers and sharecroppers growing notified crops in notified areas are covered, subject to insurable interest, valid land ownership or tenure evidence, application within the prescribed timeframe, and no duplicate compensation for the same crop loss."
S017,S017-E004,Eligibility,insurable_interest,==,Yes,"All farmers including tenant farmers and sharecroppers growing notified crops in notified areas are covered, subject to insurable interest, valid land ownership or tenure evidence, application within the prescribed timeframe, and no duplicate compensation for the same crop loss."
S017,S017-E005,Eligibility,land_or_tenure_proof,==,Valid authenticated land ownership certificate or land tenure agreement,"All farmers including tenant farmers and sharecroppers growing notified crops in notified areas are covered, subject to insurable interest, valid land ownership or tenure evidence, application within the prescribed timeframe, and no duplicate compensation for the same crop loss."
